,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,3040.4,512.4,197.25,56.4,21.72,3828.17
111,481.5,224.0,92.5,29.6,14.04,841.64
608,419.5,235.55,80.9,26.02,11.39,773.36
150,356.4,206.15,91.05,28.02,11.04,692.66
668,351.2,369.81,285.85,115.12,58.39,1180.37
756,284.6,222.39,153.25,55.92,26.8,742.96
141,203.4,156.73,100.95,36.16,15.94,513.18
62,198.9,463.4,394.95,146.24,61.23,1264.72
193,192.2,147.42,94.45,36.14,15.21,485.42
623,167.3,202.58,144.7,55.7,29.41,599.69
513,158.5,91.84,63.05,19.96,9.34,342.69
620,133.0,84.84,59.8,20.34,8.53,306.51
586,126.8,62.23,35.05,12.36,5.52,241.96
709,122.6,90.51,61.45,23.6,11.41,309.57
291,118.4,83.51,47.85,17.66,8.1,275.52
456,117.5,142.1,70.5,20.08,8.2,358.38
95,114.7,67.48,46.35,15.74,7.86,252.13
351,111.2,63.98,30.0,10.48,4.17,219.83
87,94.2,52.22,36.0,12.48,5.55,200.45
505,93.8,39.76,26.4,9.86,4.57,174.39
821,92.8,52.01,29.9,11.6,5.14,191.45
167,78.6,61.53,43.0,17.5,8.2,208.83
1074,76.3,51.8,33.35,9.16,3.68,174.29
983,76.2,19.81,8.75,2.9,0.94,108.6
624,76.1,36.96,20.4,6.44,2.71,142.61
363,71.3,35.0,19.1,5.6,2.62,133.62
60,71.1,64.19,44.6,16.04,8.69,204.62
49,70.2,35.42,18.45,6.1,2.84,133.01
563,69.7,34.23,22.3,8.36,3.95,138.54
1080,69.2,63.07,36.05,12.38,5.47,186.17
851,67.7,42.35,25.65,8.8,4.02,148.52
388,66.4,56.35,38.6,15.36,7.73,184.44
444,65.6,48.65,18.1,6.8,2.97,142.12
237,62.7,57.47,43.65,18.58,9.46,191.86
426,56.1,65.8,41.8,14.44,7.33,185.47
25,52.8,44.94,29.25,10.72,5.04,142.75
356,51.7,56.28,41.5,16.48,7.82,173.78
928,51.3,77.84,74.15,30.74,15.22,249.25
956,51.0,51.17,31.15,11.76,6.04,151.12
520,49.8,80.01,51.5,22.24,11.4,214.95
1,49.5,31.22,16.85,5.9,2.87,106.34
703,49.3,47.46,40.9,16.0,8.47,162.13
973,46.1,22.96,14.5,5.38,2.37,91.31
79,45.9,65.45,65.25,30.7,17.51,224.81
48,44.9,68.81,43.4,15.18,7.44,179.73
144,44.8,40.18,36.0,14.88,8.0,143.86
152,44.5,35.21,26.1,9.42,4.79,120.02
208,43.5,33.04,24.35,9.84,4.81,115.54
585,42.7,25.55,15.8,5.6,2.97,92.62
415,42.4,36.89,25.65,8.58,3.4,116.92
759,39.7,50.54,38.75,17.04,8.06,154.09
618,39.3,40.39,30.25,13.46,6.84,130.24
1046,39.2,67.76,37.0,11.86,6.13,161.95
64,38.9,209.79,164.2,72.56,40.23,525.68
735,36.9,19.95,10.5,3.68,1.79,72.82
815,36.6,79.87,61.05,25.62,12.15,215.29
635,35.7,21.28,12.5,3.8,1.94,75.22
100,35.0,25.41,16.9,7.22,2.63,87.16
253,32.5,24.99,19.85,6.16,3.39,86.89
810,31.2,18.69,10.75,2.88,1.36,64.88
109,30.8,12.74,7.9,2.56,1.18,55.18
689,29.0,14.21,10.1,2.64,1.42,57.37
622,28.9,35.28,27.65,12.48,6.72,111.03
838,28.5,33.18,19.7,8.14,3.48,93.0
1022,26.4,21.49,13.7,7.0,3.64,72.23
921,26.2,28.42,21.8,7.08,2.99,86.49
149,24.7,14.42,6.4,2.42,1.02,48.96
765,24.7,10.71,4.95,1.6,0.71,42.67
321,24.5,11.83,6.75,2.58,1.16,46.82
176,24.1,10.64,8.65,2.54,0.87,46.8
230,24.1,38.99,29.55,14.94,9.62,117.2
484,23.3,28.07,17.35,6.96,3.57,79.25
423,20.0,15.68,11.15,3.84,2.47,53.14
999,19.6,7.63,4.25,1.64,0.66,33.78
