,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
794,4024.4,492.94,172.7,47.96,17.18,4755.18
608,447.2,392.42,94.4,32.64,14.1,980.76
709,345.8,222.18,143.3,47.08,21.86,780.22
141,343.0,237.16,157.8,53.52,23.32,814.8
851,300.2,178.36,94.7,30.48,13.24,616.98
95,278.0,168.28,97.5,32.4,16.14,592.32
167,243.0,175.84,125.9,47.16,22.3,614.2
668,207.0,356.58,278.4,120.24,66.12,1028.34
513,197.4,148.96,92.0,29.36,11.82,479.54
620,172.0,153.44,79.4,24.08,11.24,440.16
87,163.4,89.18,65.4,26.04,11.22,355.24
821,157.0,100.1,58.1,21.28,10.0,346.48
109,153.0,63.28,30.5,9.84,4.06,260.68
928,145.8,212.94,198.6,77.56,37.62,672.52
150,135.2,127.26,55.8,17.16,8.14,343.56
111,132.6,115.92,50.1,19.0,9.1,326.72
624,132.0,60.2,34.3,10.88,4.6,241.98
726,128.4,61.32,34.1,12.4,5.1,241.32
563,123.2,71.12,39.2,15.96,7.24,256.72
25,103.2,108.22,65.9,24.72,10.98,313.02
765,95.2,47.88,19.7,6.56,2.28,171.62
62,94.8,512.96,425.8,139.72,57.34,1230.62
237,93.8,98.84,75.4,31.08,16.88,316.0
152,90.6,71.68,47.9,15.84,8.16,234.18
1044,90.4,62.44,41.6,14.68,7.76,216.88
973,85.6,53.62,32.2,11.6,6.32,189.34
505,71.2,34.3,25.5,9.64,4.1,144.74
586,70.8,48.72,26.1,8.24,4.18,158.04
585,69.8,47.46,29.1,10.96,4.8,162.12
291,53.8,52.22,35.3,11.84,5.7,158.86
697,47.0,71.68,81.1,41.84,24.46,266.08
623,46.6,143.22,107.5,42.36,22.54,362.22
576,45.6,38.22,18.2,5.44,2.74,110.2
363,45.0,49.42,18.1,6.92,2.6,122.04
193,44.0,70.98,57.2,26.0,13.16,211.34
208,43.6,39.62,29.8,12.52,7.04,132.58
854,43.4,80.5,96.9,46.92,27.46,295.18
759,42.2,53.62,43.8,18.6,8.72,166.94
356,39.6,54.74,44.9,18.28,8.26,165.78
351,38.6,42.98,16.1,5.68,2.48,105.84
