,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
285,1413.2,729.26,343.75,105.14,40.76,2632.11
719,1169.4,343.84,126.75,31.08,10.03,1681.1
417,698.0,60.13,16.1,3.34,0.89,778.46
680,346.3,36.96,11.45,2.52,0.67,397.9
356,77.3,106.61,94.15,39.62,19.04,336.72
111,81.8,107.1,66.7,25.68,10.75,292.03
182,94.0,91.63,60.6,21.72,10.85,278.8
682,83.1,61.25,47.45,18.24,9.15,219.19000000000003
628,71.5,68.88,44.85,17.3,7.64,210.17
35,87.9,64.33,37.5,12.24,4.97,206.94000000000003
394,72.3,63.21,45.05,17.22,7.72,205.5
41,80.5,62.23,37.65,13.92,6.51,200.81
307,99.8,52.29,31.9,10.98,5.27,200.24
439,5.6,41.58,65.1,41.64,24.41,178.33
454,74.6,51.59,34.5,11.96,5.47,178.12
238,56.5,53.2,43.75,15.98,7.82,177.24999999999997
112,80.2,49.98,31.0,10.64,4.69,176.51
304,50.7,61.81,41.1,15.26,7.06,175.93
153,80.8,45.08,32.5,11.6,5.5,175.48
440,64.8,51.17,35.65,11.82,5.15,168.59
107,45.9,49.14,44.15,18.7,8.85,166.73999999999995
335,44.0,50.19,40.3,15.18,7.6,157.27
479,59.9,43.12,33.6,12.44,6.26,155.32
163,85.7,39.27,20.75,6.6,2.95,155.26999999999995
460,50.4,46.27,35.7,13.84,6.42,152.63
97,47.7,47.88,34.6,14.64,6.97,151.79
580,62.1,42.56,28.25,10.32,4.49,147.72
687,70.4,38.43,25.0,9.14,3.8,146.77000000000004
345,69.6,40.25,24.1,8.56,3.67,146.17999999999995
667,27.9,40.81,43.35,19.42,11.83,143.31000000000003
446,49.2,45.5,31.75,11.02,5.46,142.93
190,31.8,42.63,40.7,16.72,8.18,140.03000000000003
23,63.4,44.8,22.3,6.72,2.22,139.44
240,33.0,46.62,36.0,14.46,6.81,136.89
225,58.3,39.34,23.15,8.46,3.63,132.88
104,45.6,42.14,27.35,9.64,4.74,129.47
146,45.1,45.5,26.45,8.66,3.12,128.82999999999998
113,37.6,55.09,25.5,7.06,2.73,127.98
100,41.8,47.18,26.0,9.04,3.77,127.78999999999998
166,44.9,42.14,26.5,9.64,4.29,127.47
84,35.3,42.63,29.5,12.04,6.09,125.56
552,61.8,33.88,20.25,6.48,2.75,125.16
365,61.6,31.57,21.15,7.06,3.04,124.42
487,17.3,43.4,38.2,15.96,7.94,122.8
308,30.6,44.52,30.5,10.98,5.72,122.32
16,33.7,37.87,30.7,13.02,6.49,121.78
20,66.5,31.22,15.75,4.72,1.99,120.18
478,25.2,35.49,33.45,15.86,8.46,118.46
759,52.0,32.83,21.95,7.72,3.81,118.31
271,74.8,22.05,12.65,4.08,1.65,115.23
729,50.4,34.58,19.7,6.16,2.86,113.7
151,63.8,25.2,15.65,4.94,2.27,111.86
433,32.1,31.5,29.8,12.12,6.09,111.61
89,36.9,34.37,24.65,10.12,5.22,111.26
563,26.7,41.51,28.7,9.66,4.25,110.82
675,64.3,26.32,13.65,4.44,1.74,110.45
343,35.1,35.21,25.1,9.4,4.8,109.61
449,,56.56,32.2,13.0,5.8,107.56
625,43.7,29.89,21.4,8.36,3.99,107.34
