,Rank 1,Rank 2,Rank 3,Rank 4,Rank 5,Total
146,175.4,55.37,30.25,9.44,3.47,273.93
194,141.3,52.99,32.25,9.64,4.34,240.52
572,135.3,60.13,31.8,11.52,4.69,243.44000000000003
459,108.7,43.26,26.95,7.46,2.81,189.18
728,103.1,28.42,12.05,3.28,1.28,148.13
130,99.5,59.99,33.65,12.28,5.56,210.98000000000002
22,88.7,49.21,34.0,10.38,4.43,186.72
437,86.4,27.37,15.75,5.62,2.08,137.22000000000003
317,82.0,27.51,17.75,5.4,2.34,135.0
322,78.9,58.45,36.6,13.22,5.8,192.97000000000003
608,74.6,35.35,19.0,7.46,3.2,139.60999999999999
503,72.7,36.26,20.9,7.64,3.31,140.81
379,69.5,35.77,22.0,7.92,3.67,138.85999999999999
462,65.2,22.82,13.0,3.98,1.95,106.95000000000002
500,64.2,28.49,18.15,6.68,3.2,120.72000000000001
731,63.5,34.02,18.05,5.7,2.79,124.06000000000002
712,62.8,24.85,13.95,5.22,2.34,109.16000000000001
450,62.8,34.3,16.6,6.18,2.8,122.67999999999999
331,58.8,33.18,25.2,8.36,3.81,129.35
223,58.5,26.81,19.5,6.32,2.9,114.03
434,57.8,31.01,18.2,6.12,2.63,115.76
488,57.5,23.45,15.05,5.08,2.55,103.63
181,56.3,31.01,20.6,7.5,3.39,118.8
319,56.2,26.39,14.4,5.24,2.51,104.74000000000001
242,54.7,28.84,19.4,7.78,3.51,114.23
365,54.4,26.32,16.75,5.04,2.51,105.02000000000001
245,53.7,15.68,11.25,3.32,1.21,85.15999999999998
719,52.2,20.51,11.95,4.44,2.15,91.25000000000001
639,52.1,27.79,16.1,5.68,2.37,104.04000000000002
491,50.3,19.11,10.05,3.5,1.78,84.74
45,50.2,22.75,12.05,4.16,2.02,91.17999999999999
345,50.0,24.92,15.65,5.34,2.52,98.43
440,49.9,24.57,18.3,5.94,2.66,101.36999999999999
594,49.4,15.54,8.0,3.64,1.48,78.06
239,49.2,25.9,15.75,5.22,1.8,97.86999999999999
41,48.9,27.58,16.25,6.46,2.95,102.13999999999999
100,48.5,31.15,15.7,5.42,2.5,103.27000000000001
701,48.4,25.34,15.5,4.96,2.13,96.32999999999998
174,48.4,26.95,20.35,7.94,3.54,107.17999999999999
695,47.9,23.87,13.5,5.38,2.41,93.05999999999999
673,47.9,23.66,12.35,4.26,2.12,90.29
359,46.9,26.32,14.8,6.02,2.67,96.71
65,46.1,15.26,9.0,3.26,1.15,74.77000000000001
456,46.1,25.27,15.6,4.66,2.36,93.99
575,45.7,26.04,15.4,6.12,2.81,96.07000000000002
563,45.7,29.47,17.05,6.0,2.92,101.14
314,45.6,32.62,20.95,7.68,3.69,110.53999999999999
676,45.3,18.9,12.85,4.1,2.09,83.23999999999998
82,44.5,13.23,6.4,2.16,1.09,67.38000000000001
17,43.8,26.53,15.25,5.82,2.4,93.80000000000001
284,43.7,36.26,19.7,6.52,2.86,109.04
660,43.7,33.74,22.85,8.0,3.84,112.13
554,43.2,27.51,19.9,7.32,3.55,101.48
715,42.7,16.03,10.6,2.96,1.35,73.63999999999999
672,42.7,13.72,6.0,2.08,0.88,65.38
21,42.5,22.26,11.9,4.52,1.84,83.02000000000001
309,42.5,21.28,15.25,5.3,1.97,86.3
675,42.0,16.24,7.95,2.62,1.14,69.95
665,41.9,23.87,16.9,5.72,2.55,90.93999999999998
513,40.7,14.98,9.6,2.98,1.29,69.55000000000001
123,40.7,22.82,15.2,6.1,2.37,87.19
700,40.2,13.02,6.0,2.18,0.85,62.25
35,40.2,35.0,20.3,5.58,2.55,103.63
583,39.8,24.5,15.55,5.76,2.98,88.59
302,39.2,21.63,15.25,5.68,2.37,84.13
438,39.1,21.28,14.1,5.32,2.5,82.30000000000001
373,39.1,18.83,12.3,4.42,1.81,76.46000000000001
445,38.9,19.46,16.05,6.72,3.02,84.14999999999999
761,38.4,13.51,6.2,1.9,0.75,60.76
285,38.4,21.35,13.35,4.5,1.76,79.36
454,38.3,19.39,14.55,5.4,2.33,79.97
75,37.7,17.85,10.45,3.52,1.72,71.24
96,37.6,19.32,9.7,3.48,1.73,71.83000000000001
344,36.3,22.4,12.55,5.34,2.03,78.62
729,36.3,15.19,8.25,2.86,1.32,63.919999999999995
516,36.1,29.54,16.9,5.68,2.48,90.7
613,36.1,22.61,14.6,4.26,2.12,79.69000000000001
326,35.4,21.35,14.05,5.38,2.68,78.86
765,35.4,21.7,14.9,5.64,2.94,80.58
538,35.4,13.37,8.8,2.96,1.26,61.78999999999999
637,34.8,16.45,12.3,3.96,1.89,69.39999999999999
580,34.7,20.09,14.9,5.5,2.39,77.58000000000001
341,34.5,15.54,9.85,3.54,1.45,64.88
643,34.2,17.57,12.75,4.6,2.15,71.27000000000001
628,34.0,20.16,14.7,4.9,2.69,76.45
551,33.8,22.26,16.45,4.74,2.15,79.4
56,33.6,20.65,13.5,4.66,2.14,74.55
532,33.1,23.45,17.35,6.78,3.51,84.19000000000001
392,33.0,20.23,13.5,4.86,2.33,73.92
94,32.9,10.92,5.7,2.38,0.93,52.830000000000005
371,32.9,19.6,12.15,3.9,2.01,70.56000000000002
